order_id,customer_id,order_date,delivery_date,delivery_days,region,product_category,payment_method,quantity,unit_price,discount,sales_amount,churn_status,rating,is_returned
ORD1490,CUST382,2023-12-01,2023-12-06,5,West,Clothing,Credit Card,1,903.75,0.09,822.41,Retained,4,No
ORD1491,CUST245,2023-11-14,2023-11-21,7,North,Home Decor,COD,1,3300.45,0.25,2475.34,Retained,5,No
ORD1492,CUST222,2023-10-29,2023-11-06,8,North,Clothing,Net Banking,3,1317.82,0.02,3874.39,Retained,2,No
ORD1493,CUST195,2023-02-26,2023-03-01,3,South,Beauty,Net Banking,3,952.45,0.26,2114.44,Retained,4,Yes
ORD1494,CUST463,2023-04-04,2023-04-05,1,North,Clothing,COD,3,3480.46,0.08,9606.07,Retained,3,No
ORD1495,CUST183,2023-11-07,2023-11-14,7,East,Sports,UPI,2,3049.69,0.18,5001.49,Retained,5,No
ORD1496,CUST115,2023-03-26,2023-03-31,5,East,Electronics,Credit Card,3,3823.17,0.28,8258.05,Retained,5,No
ORD1497,CUST3,2023-07-14,2023-07-19,5,West,Electronics,Credit Card,4,1685.42,0.2,5393.34,Retained,3,No
ORD1498,CUST318,2023-02-10,2023-02-17,7,North,Beauty,Net Banking,2,2350.26,0.12,4136.46,Retained,2,No
ORD1499,CUST6,2023-07-07,2023-07-08,1,West,Sports,COD,3,2146.26,0.21,5086.64,Retained,4,No
ORD1500,CUST364,2023-03-14,2023-03-22,8,East,Home Decor,Credit Card,2,4923.63,0.1,8862.53,Retained,3,No
ORD1501,CUST421,2023-06-22,2023-06-27,5,North,Sports,Credit Card,4,1602.79,0.08,5898.27,Retained,4,No
ORD1502,CUST72,2023-12-05,2023-12-13,8,North,Electronics,UPI,3,1615.12,0.3,3391.75,Retained,1,No
ORD1503,CUST239,2023-04-19,2023-04-24,5,West,Electronics,Debit Card,4,1901.83,0.23,5857.64,Retained,2,No
ORD1504,CUST118,2023-12-17,2023-12-24,7,East,Sports,Net Banking,4,2910.05,0.19,9428.56,Retained,4,No
ORD1505,CUST312,2023-10-10,2023-10-13,3,North,Sports,Net Banking,4,1411.15,0.11,5023.69,Retained,3,No
ORD1506,CUST398,2023-04-05,2023-04-07,2,West,Electronics,Debit Card,3,4593.39,0.01,13642.37,Retained,5,No
ORD1507,CUST28,2023-04-05,2023-04-11,6,East,Home Decor,Credit Card,1,1475.29,0.01,1460.54,Retained,2,No
ORD1508,CUST212,2023-04-25,2023-04-30,5,West,Beauty,UPI,3,4499.92,0.17,11204.8,Retained,3,No
ORD1509,CUST221,2023-07-20,2023-07-29,9,South,Beauty,UPI,4,696.68,0.23,2145.77,Retained,5,No
ORD1510,CUST157,2023-12-04,2023-12-08,4,North,Sports,Net Banking,3,3351.5,0.16,8445.78,Retained,4,No
ORD1511,CUST309,2023-06-14,2023-06-17,3,South,Beauty,UPI,4,4553.53,0.25,13660.59,Retained,4,No
ORD1512,CUST337,2023-09-23,2023-10-02,9,East,Electronics,Debit Card,1,1010.0,0.01,999.9,Retained,3,Yes
ORD1513,CUST97,2023-05-24,2023-06-01,8,South,Electronics,Credit Card,2,4847.97,0.11,8629.39,Retained,4,Yes
ORD1514,CUST94,2023-11-27,2023-12-03,6,South,Sports,Debit Card,1,2373.84,0.07,2207.67,Retained,4,No
ORD1515,CUST33,2023-05-02,2023-05-03,1,East,Sports,COD,1,4739.43,0.13,4123.3,Retained,3,No
ORD1516,CUST372,2023-08-20,2023-08-21,1,West,Sports,Net Banking,2,3448.74,0.02,6759.53,Retained,5,No
ORD1517,CUST150,2023-12-20,2023-12-26,6,South,Home Decor,UPI,3,1647.62,0.29,3509.43,Retained,4,No
ORD1518,CUST489,2023-06-27,2023-06-30,3,West,Beauty,COD,2,1103.85,0.07,2053.16,Retained,4,Yes
ORD1519,CUST190,2023-04-10,2023-04-13,3,South,Sports,UPI,3,1657.93,0.28,3581.13,Retained,4,No
ORD1520,CUST189,2023-11-18,2023-11-24,6,West,Clothing,Credit Card,3,646.48,0.13,1687.31,Retained,4,Yes
ORD1521,CUST275,2023-02-22,2023-02-25,3,East,Clothing,Credit Card,4,890.57,0.3,2493.6,Retained,3,No
ORD1522,CUST127,2023-12-30,2024-01-05,6,South,Electronics,Credit Card,4,702.37,0.17,2331.87,Retained,4,No
ORD1523,CUST127,2023-06-25,2023-06-30,5,East,Beauty,UPI,2,2230.13,0.28,3211.39,Retained,3,No
ORD1524,CUST426,2023-08-29,2023-09-02,4,South,Sports,COD,1,4018.78,0.0,4018.78,Retained,4,No
ORD1525,CUST379,2023-06-12,2023-06-20,8,East,Clothing,Credit Card,2,878.64,0.22,1370.68,Retained,5,No
ORD1526,CUST47,2023-09-21,2023-09-23,2,East,Beauty,COD,3,825.54,0.27,1807.93,Retained,4,No
ORD1527,CUST406,2023-07-25,2023-08-01,7,South,Electronics,UPI,4,3288.46,0.04,12627.69,Retained,5,No
ORD1528,CUST175,2023-03-20,2023-03-24,4,South,Home Decor,COD,2,1146.48,0.03,2224.17,Retained,3,No
ORD1529,CUST489,2023-01-02,2023-01-04,2,South,Beauty,UPI,2,668.53,0.13,1163.24,Retained,4,No
ORD1530,CUST408,2023-05-17,2023-05-24,7,North,Beauty,UPI,4,1000.87,0.28,2882.51,Retained,5,No
ORD1531,CUST136,2023-06-25,2023-06-26,1,West,Home Decor,Net Banking,4,4633.91,0.16,15569.94,Retained,4,No
ORD1532,CUST7,2023-01-05,2023-01-09,4,North,Beauty,UPI,4,4143.06,0.16,13920.68,Retained,4,No
ORD1533,CUST430,2023-11-13,2023-11-22,9,North,Electronics,UPI,3,1899.51,0.04,5470.59,Retained,2,No
ORD1534,CUST182,2023-04-06,2023-04-10,4,East,Electronics,Debit Card,4,3347.94,0.0,13391.76,Retained,4,Yes
ORD1535,CUST78,2023-10-13,2023-10-16,3,South,Home Decor,Credit Card,1,2778.92,0.24,2111.98,Retained,3,No
ORD1536,CUST14,2023-03-07,2023-03-09,2,West,Sports,Net Banking,2,3450.2,0.03,6693.39,Retained,5,No
ORD1537,CUST495,2023-12-10,2023-12-13,3,East,Clothing,Net Banking,4,3476.82,0.19,11264.9,Retained,3,No
ORD1538,CUST199,2023-06-06,2023-06-07,1,North,Sports,Net Banking,4,3217.92,0.27,9396.33,Retained,5,No
ORD1539,CUST264,2023-11-23,2023-12-01,8,South,Beauty,Debit Card,3,1477.29,0.06,4165.96,Retained,4,No
ORD1540,CUST222,2023-05-01,2023-05-02,1,East,Clothing,UPI,3,387.23,0.2,929.35,Retained,3,Yes
ORD1541,CUST124,2023-09-02,2023-09-05,3,South,Home Decor,Credit Card,2,2386.72,0.02,4677.97,Retained,4,No
ORD1542,CUST352,2023-03-19,2023-03-22,3,East,Home Decor,COD,1,4476.67,0.18,3670.87,Retained,5,No
ORD1543,CUST463,2023-05-02,2023-05-04,2,South,Clothing,UPI,2,2933.59,0.05,5573.82,Retained,5,No
ORD1544,CUST227,2023-03-30,2023-04-04,5,North,Electronics,Debit Card,4,4195.48,0.22,13089.9,Retained,3,No
ORD1545,CUST276,2023-06-04,2023-06-07,3,West,Clothing,UPI,1,4959.8,0.09,4513.42,Retained,3,No
ORD1546,CUST373,2023-10-16,2023-10-19,3,North,Beauty,UPI,1,985.36,0.14,847.41,Retained,3,No
ORD1547,CUST98,2023-09-08,2023-09-16,8,West,Electronics,Debit Card,1,3520.53,0.18,2886.83,Retained,1,No
ORD1548,CUST156,2023-10-13,2023-10-17,4,South,Home Decor,Net Banking,1,3436.61,0.05,3264.78,Retained,4,No
ORD1549,CUST184,2023-02-17,2023-02-21,4,East,Clothing,Net Banking,2,4903.79,0.22,7649.91,Retained,5,No
ORD1550,CUST155,2023-07-29,2023-08-01,3,North,Sports,Credit Card,3,4930.88,0.09,13461.3,Retained,4,No
ORD1551,CUST242,2023-09-26,2023-09-27,1,West,Sports,Credit Card,3,3496.06,0.2,8390.54,Retained,4,Yes
ORD1552,CUST275,2023-06-08,2023-06-16,8,North,Beauty,Net Banking,4,1369.35,0.05,5203.53,Retained,4,No
ORD1553,CUST85,2023-01-14,2023-01-15,1,West,Sports,COD,3,4033.07,0.21,9558.38,Retained,4,No
ORD1554,CUST83,2023-09-05,2023-09-12,7,North,Clothing,UPI,3,713.74,0.04,2055.57,Retained,2,No
ORD1555,CUST248,2023-06-20,2023-06-25,5,West,Clothing,COD,3,3947.36,0.13,10302.61,Retained,4,No
ORD1556,CUST298,2023-05-13,2023-05-17,4,West,Sports,UPI,3,4568.94,0.07,12747.34,Retained,5,No
ORD1557,CUST200,2023-09-23,2023-09-27,4,South,Clothing,Net Banking,4,2037.6,0.22,6357.31,Retained,4,No
ORD1558,CUST7,2023-12-21,2023-12-29,8,West,Beauty,Credit Card,2,3227.05,0.08,5937.77,Retained,1,No
ORD1559,CUST366,2023-09-01,2023-09-07,6,South,Electronics,Credit Card,1,2264.69,0.26,1675.87,Retained,3,No
ORD1560,CUST160,2023-08-18,2023-08-19,1,West,Beauty,COD,3,2301.27,0.27,5039.78,Retained,2,No
ORD1561,CUST138,2023-05-14,2023-05-22,8,East,Beauty,Credit Card,2,1689.78,0.06,3176.79,Retained,4,No
ORD1562,CUST394,2023-08-01,2023-08-03,2,East,Clothing,Net Banking,3,3858.22,0.18,9491.22,Retained,5,No
ORD1563,CUST217,2023-02-06,2023-02-12,6,East,Electronics,COD,3,4693.65,0.03,13658.52,Retained,2,No
ORD1564,CUST54,2023-06-21,2023-06-30,9,West,Clothing,UPI,1,4715.6,0.12,4149.73,Retained,5,No
ORD1565,CUST185,2023-08-16,2023-08-17,1,South,Home Decor,Credit Card,1,1038.95,0.21,820.77,Retained,4,No
ORD1566,CUST491,2023-05-08,2023-05-14,6,South,Clothing,Debit Card,1,4398.77,0.2,3519.02,Retained,4,Yes
ORD1567,CUST450,2023-03-27,2023-04-04,8,West,Clothing,Credit Card,3,3739.67,0.19,9087.4,Churned,5,No
ORD1568,CUST432,2023-07-10,2023-07-12,2,East,Clothing,UPI,3,1413.62,0.08,3901.59,Retained,2,No
ORD1569,CUST177,2023-04-10,2023-04-15,5,East,Electronics,COD,3,522.97,0.11,1396.33,Retained,5,No
ORD1570,CUST5,2023-12-24,2023-12-30,6,South,Clothing,UPI,1,1486.39,0.03,1441.8,Retained,2,No
ORD1571,CUST200,2023-10-30,2023-11-04,5,East,Electronics,Debit Card,4,4578.6,0.22,14285.23,Retained,4,No
ORD1572,CUST350,2023-03-23,2023-03-26,3,North,Sports,Net Banking,2,3239.26,0.15,5506.74,Retained,5,No
ORD1573,CUST184,2023-09-03,2023-09-07,4,South,Home Decor,Credit Card,4,3661.06,0.21,11568.95,Retained,5,No
ORD1574,CUST386,2023-04-25,2023-05-02,7,East,Electronics,COD,3,1434.33,0.07,4001.78,Retained,4,No
ORD1575,CUST423,2023-08-11,2023-08-15,4,South,Sports,Net Banking,3,3653.06,0.1,9863.26,Retained,4,No
ORD1576,CUST455,2023-02-15,2023-02-24,9,North,Electronics,UPI,4,334.98,0.1,1205.93,Retained,4,No
ORD1577,CUST189,2023-10-10,2023-10-12,2,South,Electronics,COD,3,2001.54,0.01,5944.57,Retained,5,No
ORD1578,CUST69,2023-08-30,2023-09-04,5,South,Home Decor,Net Banking,2,3208.42,0.1,5775.16,Retained,2,No
ORD1579,CUST394,2023-02-07,2023-02-15,8,South,Beauty,COD,3,901.26,0.24,2054.87,Retained,5,Yes
ORD1580,CUST424,2023-05-30,2023-06-04,5,South,Beauty,Debit Card,2,4150.42,0.27,6059.61,Retained,4,No
ORD1581,CUST483,2023-11-17,2023-11-25,8,North,Electronics,Debit Card,4,1328.15,0.16,4462.58,Retained,4,No
ORD1582,CUST263,2023-11-19,2023-11-27,8,West,Clothing,Credit Card,4,3330.95,0.14,11458.47,Retained,4,No
ORD1583,CUST296,2023-02-23,2023-03-04,9,South,Sports,Credit Card,3,2144.95,0.01,6370.5,Retained,4,No
ORD1584,CUST287,2023-11-27,2023-12-03,6,South,Clothing,Debit Card,2,3061.01,0.26,4530.29,Retained,5,No
ORD1585,CUST445,2023-11-22,2023-11-26,4,East,Clothing,COD,3,715.76,0.0,2147.28,Retained,4,No
ORD1586,CUST253,2023-10-08,2023-10-11,3,South,Electronics,Debit Card,1,281.18,0.28,202.45,Retained,5,No
ORD1587,CUST480,2023-09-14,2023-09-19,5,East,Electronics,Credit Card,1,4565.91,0.15,3881.02,Retained,3,No
ORD1588,CUST417,2023-03-16,2023-03-22,6,West,Electronics,Debit Card,1,1494.22,0.1,1344.8,Retained,4,No
ORD1589,CUST183,2023-09-28,2023-10-01,3,North,Electronics,Debit Card,1,4134.45,0.28,2976.8,Retained,5,No
ORD1590,CUST300,2023-09-26,2023-09-28,2,North,Beauty,COD,3,4996.88,0.01,14840.73,Retained,4,No
ORD1591,CUST449,2023-03-29,2023-04-05,7,West,Electronics,Net Banking,1,1214.87,0.17,1008.34,Retained,4,No
ORD1592,CUST390,2023-08-18,2023-08-23,5,North,Beauty,Credit Card,2,1472.82,0.16,2474.34,Retained,4,No
ORD1593,CUST60,2023-08-31,2023-09-09,9,West,Beauty,COD,4,3381.73,0.07,12580.04,Retained,5,No
ORD1594,CUST464,2023-06-24,2023-06-27,3,West,Electronics,Debit Card,4,4834.15,0.13,16822.84,Retained,5,No
ORD1595,CUST48,2023-05-17,2023-05-25,8,West,Home Decor,Debit Card,1,4595.91,0.2,3676.73,Retained,2,Yes
ORD1596,CUST90,2023-11-17,2023-11-23,6,North,Sports,Net Banking,1,2613.8,0.22,2038.76,Retained,5,No
ORD1597,CUST227,2023-04-05,2023-04-09,4,East,Clothing,Credit Card,1,4016.53,0.0,4016.53,Retained,4,Yes
ORD1598,CUST405,2023-12-31,2024-01-09,9,West,Beauty,Credit Card,3,851.58,0.28,1839.41,Retained,3,No
ORD1599,CUST156,2023-04-12,2023-04-17,5,South,Sports,UPI,4,4891.7,0.05,18588.46,Retained,5,No
ORD1600,CUST46,2023-07-07,2023-07-13,6,North,Home Decor,Credit Card,1,4828.9,0.07,4490.88,Retained,4,No
ORD1601,CUST248,2023-04-18,2023-04-27,9,West,Clothing,Net Banking,2,985.9,0.08,1814.06,Retained,5,No
ORD1602,CUST134,2023-08-06,2023-08-13,7,West,Clothing,UPI,1,1637.23,0.01,1620.86,Retained,3,No
ORD1603,CUST81,2023-03-05,2023-03-10,5,South,Beauty,UPI,4,680.74,0.04,2614.04,Retained,1,No
ORD1604,CUST1,2023-08-02,2023-08-04,2,East,Electronics,Debit Card,1,1504.24,0.3,1052.97,Retained,4,No
ORD1605,CUST267,2023-11-09,2023-11-13,4,East,Home Decor,Debit Card,4,4116.59,0.09,14984.39,Retained,2,No
ORD1606,CUST426,2023-12-31,2024-01-02,2,East,Beauty,Credit Card,1,2015.91,0.03,1955.43,Retained,5,No
ORD1607,CUST444,2023-12-05,2023-12-08,3,West,Home Decor,UPI,2,624.31,0.03,1211.16,Retained,3,No
ORD1608,CUST479,2023-09-16,2023-09-19,3,West,Electronics,Debit Card,1,1842.68,0.22,1437.29,Retained,4,Yes
ORD1609,CUST133,2023-04-18,2023-04-22,4,West,Electronics,Net Banking,2,4910.64,0.26,7267.75,Retained,2,No
ORD1610,CUST5,2023-01-14,2023-01-20,6,North,Beauty,Debit Card,2,3222.48,0.08,5929.36,Retained,3,No
ORD1611,CUST195,2023-04-20,2023-04-23,3,South,Electronics,Debit Card,1,2197.57,0.01,2175.59,Retained,5,No
ORD1612,CUST108,2023-07-12,2023-07-13,1,West,Sports,UPI,2,999.38,0.07,1858.85,Retained,3,No
ORD1613,CUST435,2023-07-27,2023-07-28,1,South,Clothing,UPI,3,4933.65,0.02,14504.93,Retained,4,No
ORD1614,CUST152,2023-06-15,2023-06-24,9,South,Beauty,COD,1,4140.08,0.03,4015.88,Retained,5,No
ORD1615,CUST362,2023-04-13,2023-04-22,9,East,Home Decor,Net Banking,1,1551.09,0.13,1349.45,Retained,4,No
ORD1616,CUST1,2023-03-07,2023-03-12,5,North,Sports,UPI,2,536.33,0.07,997.57,Retained,5,No
ORD1617,CUST197,2023-12-10,2023-12-19,9,West,Beauty,Credit Card,2,471.8,0.15,802.06,Retained,2,No
ORD1618,CUST67,2023-12-04,2023-12-11,7,East,Electronics,Net Banking,1,777.82,0.08,715.59,Retained,3,No
ORD1619,CUST406,2023-12-13,2023-12-22,9,East,Electronics,Net Banking,3,2987.69,0.28,6453.41,Retained,5,No
ORD1620,CUST451,2023-04-20,2023-04-27,7,West,Electronics,UPI,2,4658.06,0.27,6800.77,Churned,4,No
ORD1621,CUST334,2023-10-14,2023-10-23,9,South,Electronics,Net Banking,2,2584.37,0.17,4290.05,Retained,4,No
ORD1622,CUST42,2023-07-13,2023-07-15,2,East,Home Decor,UPI,4,4246.14,0.11,15116.26,Retained,4,Yes
ORD1623,CUST337,2023-07-09,2023-07-17,8,South,Sports,Debit Card,3,2340.26,0.11,6248.49,Retained,4,No
ORD1624,CUST282,2023-05-04,2023-05-11,7,North,Clothing,COD,3,3601.2,0.12,9507.17,Retained,1,No
ORD1625,CUST465,2023-03-17,2023-03-23,6,South,Home Decor,Debit Card,1,3712.99,0.22,2896.13,Retained,5,Yes
ORD1626,CUST417,2023-02-03,2023-02-08,5,North,Home Decor,UPI,3,1035.03,0.14,2670.38,Retained,4,No
ORD1627,CUST319,2023-06-13,2023-06-17,4,South,Clothing,UPI,1,1933.84,0.26,1431.04,Retained,4,No
ORD1628,CUST431,2023-05-26,2023-06-02,7,East,Clothing,Debit Card,4,3259.05,0.28,9386.06,Retained,5,No
ORD1629,CUST458,2023-02-03,2023-02-06,3,East,Electronics,Credit Card,3,539.34,0.1,1456.22,Retained,3,No
ORD1630,CUST379,2023-06-08,2023-06-16,8,North,Home Decor,Credit Card,2,1935.39,0.17,3212.75,Retained,3,No
ORD1631,CUST219,2023-05-01,2023-05-03,2,West,Beauty,Credit Card,4,2767.04,0.03,10736.12,Retained,5,No
ORD1632,CUST106,2023-01-23,2023-01-24,1,North,Clothing,UPI,1,4981.88,0.06,4682.97,Retained,5,No
ORD1633,CUST217,2023-07-29,2023-07-31,2,North,Clothing,Net Banking,4,2477.76,0.12,8721.72,Retained,4,No
ORD1634,CUST315,2023-10-21,2023-10-30,9,South,Sports,UPI,1,4117.07,0.06,3870.05,Retained,2,No
ORD1635,CUST298,2023-06-17,2023-06-22,5,South,Beauty,Net Banking,4,2273.92,0.26,6730.8,Retained,3,Yes
ORD1636,CUST361,2023-12-16,2023-12-24,8,North,Beauty,Debit Card,1,4022.68,0.05,3821.55,Retained,4,No
ORD1637,CUST168,2023-11-18,2023-11-21,3,East,Clothing,COD,3,3057.99,0.14,7889.61,Retained,4,No
ORD1638,CUST249,2023-05-31,2023-06-07,7,South,Electronics,Net Banking,2,4455.66,0.18,7307.28,Retained,5,No
ORD1639,CUST432,2023-05-29,2023-05-31,2,West,Sports,Credit Card,1,2172.52,0.21,1716.29,Retained,5,No
ORD1640,CUST421,2023-07-10,2023-07-18,8,South,Beauty,UPI,4,3100.66,0.11,11038.35,Retained,5,No
ORD1641,CUST366,2023-08-21,2023-08-28,7,South,Clothing,Debit Card,1,3224.09,0.26,2385.83,Retained,4,Yes
ORD1642,CUST121,2023-03-29,2023-04-03,5,West,Beauty,Credit Card,1,2203.44,0.17,1828.86,Retained,5,No
ORD1643,CUST248,2023-11-30,2023-12-04,4,North,Sports,Debit Card,1,892.7,0.13,776.65,Retained,4,No
ORD1644,CUST418,2023-10-22,2023-10-23,1,West,Sports,COD,4,649.09,0.02,2544.43,Retained,3,No
ORD1645,CUST192,2023-10-27,2023-11-01,5,North,Home Decor,UPI,2,280.02,0.14,481.63,Retained,1,No
ORD1646,CUST285,2023-01-04,2023-01-13,9,North,Clothing,UPI,3,4392.96,0.25,9884.16,Retained,4,No
ORD1647,CUST45,2023-05-13,2023-05-17,4,North,Sports,COD,2,1335.08,0.18,2189.53,Retained,5,No
ORD1648,CUST256,2023-09-02,2023-09-11,9,West,Home Decor,UPI,1,1215.23,0.25,911.42,Retained,3,No
ORD1649,CUST268,2023-04-05,2023-04-07,2,North,Home Decor,Net Banking,4,3732.97,0.15,12692.1,Retained,3,No
ORD1650,CUST267,2023-06-05,2023-06-09,4,East,Beauty,Debit Card,2,1736.08,0.04,3333.27,Retained,5,No
ORD1651,CUST3,2023-08-14,2023-08-23,9,West,Beauty,Credit Card,1,2629.01,0.0,2629.01,Retained,1,No
ORD1652,CUST24,2023-07-12,2023-07-16,4,East,Home Decor,COD,3,980.05,0.09,2675.54,Retained,5,No
ORD1653,CUST201,2023-04-17,2023-04-22,5,North,Beauty,Net Banking,3,4806.78,0.21,11392.07,Retained,3,No
ORD1654,CUST324,2023-12-19,2023-12-27,8,South,Sports,Credit Card,3,4287.59,0.24,9775.71,Retained,1,No
ORD1655,CUST103,2023-10-07,2023-10-08,1,North,Electronics,Credit Card,1,4346.19,0.09,3955.03,Retained,5,Yes
ORD1656,CUST224,2023-08-05,2023-08-06,1,East,Sports,COD,4,2152.51,0.15,7318.53,Retained,2,Yes
ORD1657,CUST245,2023-09-23,2023-10-02,9,East,Home Decor,Net Banking,2,3859.33,0.13,6715.23,Retained,4,No
ORD1658,CUST273,2024-01-01,2024-01-10,9,West,Home Decor,Credit Card,3,890.61,0.12,2351.21,Retained,3,No
ORD1659,CUST280,2023-12-04,2023-12-08,4,South,Sports,Credit Card,1,241.37,0.07,224.47,Retained,2,No
ORD1660,CUST340,2023-06-21,2023-06-23,2,West,Beauty,Net Banking,1,295.87,0.04,284.04,Retained,1,No
ORD1661,CUST332,2023-10-27,2023-11-05,9,East,Beauty,UPI,2,3015.69,0.06,5669.5,Retained,2,No
ORD1662,CUST146,2023-11-11,2023-11-15,4,North,Home Decor,Credit Card,3,2385.9,0.02,7014.55,Retained,2,No
ORD1663,CUST171,2023-06-04,2023-06-10,6,South,Clothing,Debit Card,1,2686.47,0.06,2525.28,Retained,5,No
ORD1664,CUST234,2023-08-01,2023-08-02,1,North,Beauty,Net Banking,2,235.82,0.0,471.64,Retained,4,Yes
ORD1665,CUST420,2023-09-09,2023-09-18,9,North,Sports,Credit Card,4,2228.9,0.19,7221.64,Retained,3,No
ORD1666,CUST443,2023-07-06,2023-07-11,5,South,Beauty,COD,4,3646.73,0.09,13274.1,Retained,4,No
ORD1667,CUST55,2023-03-21,2023-03-24,3,West,Sports,Debit Card,4,2324.93,0.29,6602.8,Retained,5,No
ORD1668,CUST309,2023-09-13,2023-09-17,4,North,Home Decor,Credit Card,3,3714.65,0.06,10475.31,Retained,5,No
ORD1669,CUST355,2023-09-12,2023-09-13,1,East,Beauty,Debit Card,2,1318.49,0.1,2373.28,Retained,4,No
ORD1670,CUST294,2023-11-09,2023-11-18,9,North,Sports,Debit Card,2,4103.08,0.11,7303.48,Retained,5,No
ORD1671,CUST455,2023-06-25,2023-07-03,8,South,Home Decor,UPI,1,3024.47,0.0,3024.47,Retained,3,No
ORD1672,CUST116,2023-07-11,2023-07-15,4,South,Clothing,Debit Card,1,1211.66,0.25,908.75,Retained,4,No
ORD1673,CUST296,2023-06-20,2023-06-22,2,South,Sports,UPI,1,1336.26,0.01,1322.9,Retained,4,No
ORD1674,CUST12,2023-04-17,2023-04-26,9,West,Clothing,Net Banking,2,3214.55,0.28,4628.95,Retained,4,No
ORD1675,CUST485,2023-07-25,2023-07-29,4,North,Clothing,UPI,1,4183.71,0.27,3054.11,Retained,4,No
ORD1676,CUST500,2023-12-01,2023-12-10,9,West,Electronics,COD,2,2195.01,0.16,3687.62,Retained,4,No
ORD1677,CUST348,2023-12-20,2023-12-23,3,West,Beauty,Credit Card,2,1439.84,0.16,2418.93,Retained,5,No
ORD1678,CUST122,2023-05-25,2023-06-01,7,South,Sports,Net Banking,4,4361.66,0.2,13957.31,Retained,5,No
ORD1679,CUST360,2023-10-15,2023-10-22,7,South,Clothing,Net Banking,1,3412.49,0.12,3002.99,Retained,4,No
ORD1680,CUST176,2023-07-10,2023-07-14,4,West,Electronics,COD,4,2350.81,0.19,7616.62,Retained,4,No
ORD1681,CUST220,2023-04-16,2023-04-18,2,North,Home Decor,UPI,3,2541.92,0.01,7549.5,Retained,3,No
ORD1682,CUST176,2023-11-03,2023-11-12,9,East,Sports,Credit Card,3,1180.43,0.02,3470.46,Retained,2,No
ORD1683,CUST185,2023-07-29,2023-08-02,4,West,Clothing,UPI,3,3208.65,0.14,8278.32,Retained,4,No
ORD1684,CUST96,2023-11-17,2023-11-25,8,North,Beauty,Debit Card,2,1921.96,0.16,3228.89,Retained,4,No
ORD1685,CUST121,2023-01-28,2023-01-30,2,South,Electronics,UPI,2,4979.1,0.27,7269.49,Retained,1,No
ORD1686,CUST488,2023-09-19,2023-09-27,8,South,Clothing,Net Banking,2,2504.88,0.03,4859.47,Retained,5,No
ORD1687,CUST297,2023-12-10,2023-12-15,5,North,Beauty,Credit Card,1,2532.25,0.25,1899.19,Retained,4,No
ORD1688,CUST212,2023-09-02,2023-09-09,7,East,Clothing,UPI,4,2916.09,0.06,10964.5,Retained,4,No
ORD1689,CUST200,2023-05-21,2023-05-28,7,South,Sports,Credit Card,2,4600.43,0.12,8096.76,Retained,2,Yes
ORD1690,CUST187,2023-07-23,2023-08-01,9,South,Sports,Credit Card,4,4043.93,0.09,14719.91,Retained,3,No
ORD1691,CUST254,2023-03-15,2023-03-18,3,South,Sports,Debit Card,4,2365.42,0.12,8326.28,Retained,5,No
ORD1692,CUST378,2023-08-15,2023-08-19,4,North,Electronics,Debit Card,4,3649.76,0.05,13869.09,Retained,4,No
ORD1693,CUST7,2023-04-20,2023-04-24,4,West,Sports,Net Banking,1,3013.93,0.15,2561.84,Retained,5,No
ORD1694,CUST70,2023-03-27,2023-04-01,5,South,Beauty,COD,1,2563.36,0.24,1948.15,Retained,5,No
ORD1695,CUST447,2023-06-20,2023-06-26,6,West,Clothing,Credit Card,3,1123.12,0.13,2931.34,Retained,4,No
ORD1696,CUST301,2023-12-26,2023-12-29,3,East,Home Decor,COD,3,2426.89,0.15,6188.57,Retained,3,Yes
ORD1697,CUST118,2023-11-22,2023-11-26,4,South,Beauty,Net Banking,4,1379.93,0.25,4139.79,Retained,5,No
ORD1698,CUST411,2023-08-05,2023-08-08,3,South,Beauty,Credit Card,3,4591.24,0.21,10881.24,Retained,5,No
ORD1699,CUST91,2023-12-28,2023-12-30,2,East,Sports,Credit Card,4,1809.95,0.15,6153.83,Retained,4,No
ORD1700,CUST406,2023-12-25,2024-01-03,9,South,Electronics,COD,1,4770.87,0.08,4389.2,Retained,5,No
ORD1701,CUST135,2023-08-19,2023-08-20,1,West,Clothing,UPI,1,2758.67,0.27,2013.83,Retained,5,No
ORD1702,CUST64,2023-01-05,2023-01-07,2,North,Electronics,Debit Card,1,3231.41,0.17,2682.07,Retained,4,No
ORD1703,CUST178,2023-08-21,2023-08-29,8,West,Clothing,UPI,2,2806.11,0.07,5219.36,Retained,4,No
ORD1704,CUST43,2023-07-03,2023-07-10,7,North,Clothing,COD,4,821.03,0.08,3021.39,Retained,5,No
ORD1705,CUST86,2023-07-31,2023-08-01,1,North,Electronics,Debit Card,1,2003.94,0.24,1522.99,Retained,4,No
ORD1706,CUST136,2023-01-01,2023-01-06,5,West,Beauty,UPI,4,675.9,0.01,2676.56,Retained,1,No
ORD1707,CUST49,2023-09-28,2023-10-04,6,West,Clothing,Debit Card,3,3190.18,0.3,6699.38,Retained,3,No
ORD1708,CUST349,2023-02-27,2023-03-04,5,West,Electronics,Credit Card,3,2345.0,0.04,6753.6,Retained,2,Yes
ORD1709,CUST474,2023-12-23,2023-12-27,4,West,Clothing,UPI,1,3934.33,0.24,2990.09,Retained,3,Yes
ORD1710,CUST240,2023-09-09,2023-09-10,1,East,Home Decor,Debit Card,4,1258.26,0.12,4429.08,Retained,5,No
